date,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
10,0.799416484318016,0.9520833333333333,16.96894255061766,0.48333333333333334,0.46875,0.8412356321839081,0.7562962962962962,1.394941634241245,0.0,0.46808510638297873,0.9791666666666666,-0.05418862378683368,0.5277777777777778,0.4513888888888889,0.5,0.4307692307692308,0.88,0.0,0.47183098591549294,0.9861111111111112,-0.030769830729260265,0.5,0.4861111111111111,0.4722222222222222,0.4714285714285714,0.9295774647887324,0.0
11,0.8235512630014858,0.9347222222222222,17.095335608040227,0.5083333333333333,0.4263888888888889,0.8415300546448088,0.8021172638436482,1.4111543450064852,0.0,0.47183098591549294,0.9861111111111112,0.08664311331339841,0.4305555555555556,0.5555555555555556,0.5,0.45,0.8933333333333333,0.0,0.4701492537313433,0.9305555555555556,-0.04827266163379936,0.3611111111111111,0.5694444444444444,0.4807692307692308,0.4634146341463415,0.8732394366197183,0.0
12,0.8405253283302064,0.9253472222222222,17.09733010993278,0.5003472222222223,0.425,0.8577376821651631,0.8202614379084967,1.4267185473411155,0.0,0.44285714285714284,0.9722222222222222,0.011943244617279419,0.4444444444444444,0.5277777777777778,0.46875,0.42105263157894735,0.8133333333333334,0.0,0.4852941176470588,0.9444444444444444,-0.04020002566471941,0.3958333333333333,0.5486111111111112,0.49122807017543857,0.4810126582278481,0.9154929577464789,0.0
13,0.8468703427719821,0.9319444444444445,17.722202800444215,0.5003472222222223,0.43159722222222224,0.8674531575294934,0.8230088495575221,1.4494163424124513,0.0,0.4788732394366197,0.9861111111111112,0.05298070152535741,0.5069444444444444,0.4791666666666667,0.5068493150684932,0.4492753623188406,0.9066666666666666,0.0,0.4791666666666667,1.0,-0.031115339019444802,0.5208333333333334,0.4791666666666667,0.48,0.4782608695652174,0.9577464788732394,0.0
14,0.8503623188405797,0.9583333333333334,17.71586620383365,0.5385416666666667,0.4197916666666667,0.8549323017408124,0.8444995864350703,1.4941634241245136,0.0,0.4861111111111111,1.0,-0.00044128367767671053,0.5347222222222222,0.4652777777777778,0.5064935064935064,0.4626865671641791,0.92,0.0,0.4861111111111111,1.0,-0.008827690522799133,0.4861111111111111,0.5138888888888888,0.4857142857142857,0.4864864864864865,0.971830985915493,0.0
15,0.8464064210142284,0.9517361111111111,17.55688507287837,0.528125,0.4236111111111111,0.851413543721236,0.8401639344262295,1.4785992217898833,0.0,0.4405594405594406,0.9930555555555556,-0.03328732763977609,0.4652777777777778,0.5277777777777778,0.4626865671641791,0.42105263157894735,0.84,0.0,0.5069444444444444,1.0,0.06381219794662148,0.4097222222222222,0.5902777777777778,0.5084745762711864,0.5058823529411764,1.0140845070422535,0.0
16,0.8523514400291652,0.9524305555555556,17.45523234892373,0.5024305555555556,0.45,0.8811333794056669,0.8202160493827161,1.4896238651102465,0.0,0.4513888888888889,1.0,-0.007585987229000376,0.5,0.5,0.4722222222222222,0.4305555555555556,0.8533333333333334,0.0,0.4930555555555556,1.0,-0.017858400637083747,0.4930555555555556,0.5069444444444444,0.49295774647887325,0.4931506849315068,0.9859154929577465,0.0
17,0.8575026988125225,0.9649305555555555,18.0515190363114,0.5204861111111111,0.4444444444444444,0.8739159439626417,0.83828125,1.5168612191958495,0.0,0.4825174825174825,0.9930555555555556,0.0618549003937654,0.4652777777777778,0.5277777777777778,0.5074626865671642,0.4605263157894737,0.92,0.0,0.4859154929577465,0.9861111111111112,-0.02073649697990056,0.4722222222222222,0.5138888888888888,0.4852941176470588,0.4864864864864865,0.9577464788732394,0.0
18,0.8614150255288111,0.9520833333333333,17.496765781899555,0.5211805555555555,0.4309027777777778,0.8720852764823451,0.8485092667203867,1.5038910505836576,0.0,0.4855072463768116,0.9583333333333334,0.05286332524871961,0.4791666666666667,0.4791666666666667,0.5072463768115942,0.463768115942029,0.88,0.0,0.4881889763779528,0.8819444444444444,0.030665313890632723,0.4444444444444444,0.4375,0.5,0.47619047619047616,0.8591549295774648,0.0
19,0.8841281669150521,0.9319444444444445,17.856246401146635,0.50625,0.42569444444444443,0.8957475994513031,0.8703099510603589,1.512970168612192,0.0,0.5138888888888888,1.0,0.1083056018435529,0.4791666666666667,0.5208333333333334,0.5362318840579711,0.49333333333333335,0.9733333333333334,0.0,0.5,1.0,0.0237091501666338,0.4305555555555556,0.5694444444444444,0.5,0.5,1.0,0.0
20,0.869816083663902,0.9628472222222222,18.038144236048904,0.5100694444444445,0.4527777777777778,0.8938053097345132,0.8427914110429447,1.535667963683528,0.0,0.4861111111111111,1.0,0.0978023473191771,0.4652777777777778,0.5347222222222222,0.5074626865671642,0.4675324675324675,0.92,0.0,0.4930555555555556,1.0,-0.02813644066378822,0.4930555555555556,0.5069444444444444,0.49295774647887325,0.4931506849315068,0.9859154929577465,0.0
21,0.8740526885600867,0.9621527777777777,17.876258997996807,0.5215277777777778,0.440625,0.8834886817576565,0.8628841607565012,1.5447470817120623,0.0,0.4965034965034965,0.9930555555555556,0.12235181938519307,0.5208333333333334,0.4722222222222222,0.52,0.47058823529411764,0.9466666666666667,0.0,0.46153846153846156,0.9930555555555556,-0.04934587049067937,0.4583333333333333,0.5347222222222222,0.45454545454545453,0.4675324675324675,0.9154929577464789,0.0
22,0.8718135469774217,0.9534722222222223,17.95630571491703,0.5118055555555555,0.44166666666666665,0.8894165535956581,0.8514150943396226,1.5252918287937742,0.0,0.5314685314685315,0.9930555555555556,0.17577781515713037,0.5138888888888888,0.4791666666666667,0.5540540540540541,0.5072463768115942,1.0133333333333334,0.0,0.49645390070921985,0.9791666666666666,-0.03390542060585648,0.5625,0.4166666666666667,0.5061728395061729,0.48333333333333334,0.971830985915493,0.0
23,0.877661494045471,0.9621527777777777,17.975951330760527,0.5395833333333333,0.42256944444444444,0.8758043758043758,0.8800328677074774,1.5512321660181583,0.0,0.5138888888888888,1.0,0.14373972533775276,0.4722222222222222,0.5277777777777778,0.5441176470588235,0.4868421052631579,0.9733333333333334,0.0,0.5,1.0,-0.04438858264391665,0.5,0.5,0.5,0.5,1.0,0.0
24,0.8858281986226894,0.9579861111111111,17.689214028037128,0.5239583333333333,0.4340277777777778,0.8939695162359178,0.876,1.559662775616083,0.0,0.4861111111111111,1.0,0.08233012800722952,0.5,0.5,0.5138888888888888,0.4583333333333333,0.92,0.0,0.5,1.0,-0.04273171133002272,0.4861111111111111,0.5138888888888888,0.5,0.5,1.0,0.0
25,0.8822894168466523,0.9645833333333333,18.275431787457755,0.5253472222222222,0.4392361111111111,0.8922670191672174,0.8703557312252964,1.5635538261997406,0.0,0.5138888888888888,1.0,0.16799434040047534,0.5138888888888888,0.4861111111111111,0.5405405405405406,0.4857142857142857,0.9733333333333334,0.0,0.5,1.0,-0.02620094657550155,0.5694444444444444,0.4305555555555556,0.5,0.5,1.0,0.0
26,0.8849077090119435,0.959375,18.064625901863973,0.5309027777777777,0.4284722222222222,0.8901242642249837,0.8784440842787682,1.5603112840466926,0.0,0.5,1.0,0.12108980459962118,0.4652777777777778,0.5347222222222222,0.5223880597014925,0.4805194805194805,0.9466666666666667,0.0,0.4722222222222222,1.0,-0.04499216530823019,0.5277777777777778,0.4722222222222222,0.47368421052631576,0.47058823529411764,0.9436619718309859,0.0
27,0.8894947291893857,0.9552083333333333,18.19667075667091,0.5145833333333333,0.440625,0.9035087719298246,0.8731284475965327,1.559662775616083,0.0,0.5106382978723404,0.9791666666666666,0.14469066547944673,0.4722222222222222,0.5069444444444444,0.5294117647058824,0.4931506849315068,0.96,0.0,0.46715328467153283,0.9513888888888888,-0.08415745899479056,0.4583333333333333,0.4930555555555556,0.4696969696969697,0.4647887323943662,0.8873239436619719,0.0
28,0.8941004030780506,0.9475694444444445,18.129346390335535,0.5152777777777777,0.4322916666666667,0.9036388140161725,0.8827309236947791,1.5551232166018158,0.0,0.4861111111111111,1.0,0.04618287641587893,0.4930555555555556,0.5069444444444444,0.5070422535211268,0.4657534246575342,0.92,0.0,0.4722222222222222,1.0,-0.0709628960935819,0.5138888888888888,0.4861111111111111,0.47297297297297297,0.4714285714285714,0.9436619718309859,0.0
29,0.8872884407634137,0.9642361111111111,17.977171706691205,0.5260416666666666,0.43819444444444444,0.8957095709570957,0.8771790808240888,1.5719844357976653,0.0,0.4861111111111111,1.0,0.07885329571540795,0.4375,0.5625,0.5079365079365079,0.4691358024691358,0.92,0.0,0.5,1.0,-0.05264870804592205,0.4722222222222222,0.5277777777777778,0.5,0.5,1.0,0.0
30,0.8885683375405697,0.9628472222222222,17.822502547254434,0.5177083333333333,0.44513888888888886,0.9020791415157612,0.8728549141965679,1.569390402075227,0.0,0.4861111111111111,1.0,0.06985988842954843,0.4930555555555556,0.5069444444444444,0.5070422535211268,0.4657534246575342,0.92,0.0,0.4861111111111111,1.0,-0.03493900467809265,0.4861111111111111,0.5138888888888888,0.4857142857142857,0.4864864864864865,0.971830985915493,0.0
31,0.902782797253343,0.9607638888888889,18.582649614809277,0.5107638888888889,0.45,0.9184228416043508,0.8850308641975309,1.593385214007782,0.0,0.4930555555555556,1.0,0.07283294475245658,0.4583333333333333,0.5416666666666666,0.5151515151515151,0.47435897435897434,0.9333333333333333,0.0,0.4583333333333333,1.0,-0.04085706633110149,0.4861111111111111,0.5138888888888888,0.45714285714285713,0.4594594594594595,0.9154929577464789,0.0
32,0.8960057574667146,0.9649305555555555,18.496246677869994,0.5201388888888889,0.44479166666666664,0.9065420560747663,0.8836846213895394,1.586900129701686,0.0,0.5,1.0,0.12234892027670918,0.4791666666666667,0.5208333333333334,0.5217391304347826,0.48,0.9466666666666667,0.0,0.4930555555555556,1.0,-0.06931319260026332,0.4930555555555556,0.5069444444444444,0.49295774647887325,0.4931506849315068,0.9859154929577465,0.0
33,0.8965145526410349,0.9663194444444444,18.199934974088922,0.5145833333333333,0.4517361111111111,0.9116059379217274,0.8793235972328978,1.5914396887159532,0.0,0.5069444444444444,1.0,0.08948098801415856,0.5138888888888888,0.4861111111111111,0.527027027027027,0.4857142857142857,0.96,0.0,0.5208333333333334,1.0,-0.021232689098654296,0.5486111111111112,0.4513888888888889,0.5189873417721519,0.5230769230769231,1.0422535211267605,0.0
34,0.8933092224231465,0.9600694444444444,17.994550493263155,0.5236111111111111,0.43645833333333334,0.9011936339522546,0.8838504375497216,1.575875486381323,0.0,0.4791666666666667,1.0,0.08845100082255208,0.4861111111111111,0.5138888888888888,0.5,0.4594594594594595,0.9066666666666666,0.0,0.4861111111111111,1.0,-0.003551280193842328,0.5694444444444444,0.4305555555555556,0.4878048780487805,0.4838709677419355,0.971830985915493,0.0
35,0.8957654723127035,0.959375,18.078859908573996,0.5392361111111111,0.4201388888888889,0.8937540244687702,0.8983471074380165,1.5778210116731517,0.0,0.5069444444444444,1.0,0.13040146768674749,0.4861111111111111,0.5138888888888888,0.5285714285714286,0.4864864864864865,0.96,0.0,0.4861111111111111,1.0,-0.060397879648428784,0.4722222222222222,0.5277777777777778,0.4852941176470588,0.4868421052631579,0.971830985915493,0.0
36,0.8926247288503254,0.9604166666666667,17.923057377861266,0.5166666666666667,0.44375,0.9038978494623656,0.8794992175273866,1.5739299610894941,0.0,0.4791666666666667,1.0,0.06938766656891544,0.5,0.5,0.5,0.4583333333333333,0.9066666666666666,0.0,0.4861111111111111,1.0,-0.021327921317479622,0.5,0.5,0.4861111111111111,0.4861111111111111,0.971830985915493,0.0
37,0.9091238233164374,0.9590277777777778,18.684481573016615,0.5229166666666667,0.4361111111111111,0.9143426294820717,0.9028662420382165,1.6005188067444878,0.0,0.4652777777777778,1.0,0.052335864871862196,0.4583333333333333,0.5416666666666666,0.48484848484848486,0.44871794871794873,0.88,0.0,0.4965034965034965,0.9930555555555556,-0.007037750087982202,0.4236111111111111,0.5694444444444444,0.4918032786885246,0.5,0.9859154929577465,0.0
38,0.9009041591320073,0.9600694444444444,18.247447394464654,0.5107638888888889,0.44930555555555557,0.919782460910945,0.8794435857805255,1.5881971465629052,0.0,0.5069444444444444,1.0,0.11657908813436163,0.5277777777777778,0.4722222222222222,0.5263157894736842,0.4852941176470588,0.96,0.0,0.4791666666666667,1.0,-0.016414181369214038,0.5347222222222222,0.4652777777777778,0.4805194805194805,0.47761194029850745,0.9577464788732394,0.0
39,0.8974820143884892,0.9652777777777778,18.24440894001253,0.5246527777777777,0.440625,0.9046988749172733,0.8888888888888888,1.5927367055771724,0.0,0.4861111111111111,1.0,0.0609728526584669,0.5069444444444444,0.4930555555555556,0.5068493150684932,0.4647887323943662,0.92,0.0,0.4930555555555556,1.0,-0.03547045419159628,0.4513888888888889,0.5486111111111112,0.49230769230769234,0.4936708860759494,0.9859154929577465,0.0
40,0.905293482175009,0.9642361111111111,17.717867531490754,0.5100694444444445,0.45416666666666666,0.9223961878829136,0.886085626911315,1.6024643320363166,0.0,0.4930555555555556,1.0,0.11044531993790928,0.5277777777777778,0.4722222222222222,0.5131578947368421,0.47058823529411764,0.9333333333333333,0.0,0.4861111111111111,1.0,-0.04912617221263585,0.5138888888888888,0.4861111111111111,0.4864864864864865,0.4857142857142857,0.971830985915493,0.0
41,0.908465991316932,0.9597222222222223,17.768381190566764,0.5211805555555555,0.43854166666666666,0.9200532978014657,0.894695170229612,1.6011673151750974,0.0,0.4861111111111111,1.0,0.10961705435770205,0.5347222222222222,0.4652777777777778,0.5064935064935064,0.4626865671641791,0.92,0.0,0.4861111111111111,1.0,-0.006921696923672385,0.5416666666666666,0.4583333333333333,0.48717948717948717,0.48484848484848486,0.971830985915493,0.0
42,0.9153515064562411,0.9680555555555556,18.560523756278574,0.5305555555555556,0.4375,0.9162303664921466,0.9142857142857143,1.6277561608300908,0.0,0.4791666666666667,1.0,0.04546420940668879,0.5138888888888888,0.4861111111111111,0.5,0.45714285714285713,0.9066666666666666,0.0,0.4722222222222222,1.0,-0.044841116292371835,0.5,0.5,0.4722222222222222,0.4722222222222222,0.9436619718309859,0.0
43,0.9083063646170443,0.965625,18.500480853275626,0.5270833333333333,0.43854166666666666,0.9163372859025033,0.8986539984164688,1.611543450064851,0.0,0.5104895104895105,0.9930555555555556,0.15345436950901442,0.5416666666666666,0.4513888888888889,0.5256410256410257,0.49230769230769234,0.96,0.0,0.47368421052631576,0.9236111111111112,-0.014741825375567407,0.5416666666666666,0.3819444444444444,0.46153846153846156,0.4909090909090909,0.8732394366197183,0.0
44,0.9060329067641681,0.9496527777777778,18.11373217137533,0.5270833333333333,0.42256944444444444,0.9071146245059288,0.9046836483155299,1.5797665369649805,0.0,0.4791666666666667,1.0,0.0693912413004804,0.5138888888888888,0.4861111111111111,0.5,0.45714285714285713,0.9066666666666666,0.0,0.5,1.0,-0.03370396710191517,0.4583333333333333,0.5416666666666666,0.5,0.5,1.0,0.0
45,0.9108049311094997,0.9576388888888889,18.599944760401602,0.5059027777777778,0.4517361111111111,0.9313658201784488,0.8877786318216756,1.6024643320363166,0.0,0.4652777777777778,1.0,0.020851719166494996,0.5,0.5,0.4861111111111111,0.4444444444444444,0.88,0.0,0.4791666666666667,1.0,-0.03721310076352341,0.4930555555555556,0.5069444444444444,0.4788732394366197,0.4794520547945205,0.9577464788732394,0.0
46,0.9112468559108875,0.9663194444444444,18.3467847517234,0.5211805555555555,0.44513888888888886,0.9240506329113924,0.8962558502340093,1.616083009079118,0.0,0.4861111111111111,1.0,0.06790274014483237,0.5069444444444444,0.4930555555555556,0.5068493150684932,0.4647887323943662,0.92,0.0,0.4791666666666667,1.0,-0.007118398321126455,0.4930555555555556,0.5069444444444444,0.4788732394366197,0.4794520547945205,0.9577464788732394,0.0
47,0.9140993113446901,0.9579861111111111,18.402028924071246,0.5166666666666667,0.44131944444444443,0.9220430107526881,0.9047993705743509,1.6089494163424125,0.0,0.4930555555555556,1.0,0.08376912757228136,0.5277777777777778,0.4722222222222222,0.5131578947368421,0.47058823529411764,0.9333333333333333,0.0,0.4755244755244755,0.9930555555555556,-0.0003797561328150662,0.5555555555555556,0.4375,0.475,0.47619047619047616,0.9436619718309859,0.0
48,0.9156713716974303,0.959375,18.53286341825972,0.5260416666666666,0.43333333333333335,0.9207920792079208,0.9094551282051282,1.6134889753566797,0.0,0.4652777777777778,1.0,0.03206707240264369,0.5277777777777778,0.4722222222222222,0.4868421052631579,0.4411764705882353,0.88,0.0,0.4652777777777778,1.0,-0.020797246977537213,0.5763888888888888,0.4236111111111111,0.46987951807228917,0.45901639344262296,0.9295774647887324,0.0
49,0.9093217265143272,0.9572916666666667,18.538647592655956,0.5333333333333333,0.4239583333333333,0.91015625,0.9082719082719083,1.598573281452659,0.0,0.4791666666666667,1.0,0.03197859832245425,0.4861111111111111,0.5138888888888888,0.5,0.4594594594594595,0.9066666666666666,0.0,0.4722222222222222,1.0,-0.06835339056815284,0.4861111111111111,0.5138888888888888,0.4714285714285714,0.47297297297297297,0.9436619718309859,0.0
